,index,age,Emp_Tenure_Years,Tenure_with_Bank,region_code,NetBanking_Flag,Avg_days_between_transaction,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,emi_active,account_type_saving,gender_M,Income_LOW,Income_MEDIUM,pred_cc_cons
4480,19480,38.0,1.8,3,799.0,1,11.0,13403.42,948.74,25987.85,4722.72,7428.0,9034.01,4.0,13.0,112.0,8.0,2.0,7,28000.0,1,1,1.0,1,102494.2,33668.0,24094.0,2337.0,3706.75,30330.0,62.0,7.0,27858.0,20918.5,21967.0,1.0,25.0,63554.9,33338.0,58696.0,11,42.0,34181.0,2602.22,0,1,0,1,123627.12916666667
4481,19481,53.0,23.1,1,249.0,0,4.0,7774.8,1703.0,1412.31,2445.0,2232.51,8691.87,64.0,71.0,9.0,18.0,38.0,79,125000.0,1,1,1.0,1,233727.15,200015.58,2156.0,977.0,109872.86,141099.94,11.0,14.0,22109.0,22249.76,317833.0,2.0,6.0,52055.0,56509.19,22269.0,14,18.0,113727.0,1418.84,0,1,0,1,147105.25
4482,19482,29.0,8.1,9,737.0,1,10.0,5253.76,3994.8,30273.0,6054.58,4689.0,11923.0,4.0,17.0,4.0,11.0,27.0,6,579000.0,1,1,1.0,1,66191.5,60040.0,100000.0,5730.0,22215.0,50319.0,16.0,19.0,142896.0,32594.16,338101.0,3.0,16.0,154076.0,5916.26,41095.0,3,83.0,2980.0,586.3,0,1,0,1,116958.25
4483,19483,33.0,3.9000000000000004,10,503.0,1,9.0,129317.0,1242.0,36778.5,10532.0,7399.0,12272.22,7.0,85.0,10.0,5.0,38.0,16,467000.0,1,1,1.0,1,10562.45,180151.0,24250.0,1992.0,8577.13,45515.0,52.0,5.0,8850.0,34630.29,28698.0,5.0,82.0,79654.0,39767.11,24281.04,7,96.0,25571.0,4212.58,1,1,0,1,120900.62916666667
4484,19484,40.0,2.0,8,836.0,1,15.0,13254.09,2871.0,4658.52,2346.76,15885.25,2942.22,6.0,10.0,16.0,1.0,18.0,1,400000.0,1,1,1.0,1,31454.1,82907.34,25000.0,6260.0,19913.15,62145.0,46.0,2.0,39250.0,110953.1,48433.0,43.0,171.0,51998.38,111446.75,140166.0,39,49.0,15989.0,3525.66,0,1,0,0,157505.87916666668
4485,19485,35.0,12.0,2,867.0,0,5.0,5254.0,778.76,43678.27,357.73,1494.58,3867.6,136.0,65.0,9.0,1.0,17.0,4,533000.0,1,1,1.0,1,89908.8,1194405.5,550.0,-6301.0,54593.8,99767.0,3.0,1.0,26717.0,55159.4,34564.0,1.0,42.0,73710.0,52673.0,66837.0,4,124.0,41414.0,116.53,0,1,0,0,177999.08333333334
4486,19486,27.0,5.6000000000000005,2,244.0,1,7.0,1376.62,10021.0,8162.66,2937.17,19226.75,3053.62,60.0,81.0,11.0,8.0,1.0,98,190000.0,1,1,1.0,1,10008.0,165970.9,12000.0,5773.0,51538.13,91840.0,10.0,15.0,65577.18,31321.4,1562.0,4.0,29.0,30315.0,32027.01,82861.0,2,106.0,34760.0,7898.79,0,1,0,1,147916.9625
4487,19487,35.0,4.5,4,766.0,1,13.0,1969.92,4621.0,122756.08819999857,1256.25,37232.47,1336.92,2.0,36.0,67.0,11.0,17.0,8,157000.0,1,1,1.0,1,19265.4,108168.0,12611.0,26601.0,197566.4,9566.91,62.0,4.0,21494.0,16969.03,10493.0,0.0,63.0,181505.0,20562.65,4399.0,5,67.0,12811.0,7477.67,0,1,0,1,149651.0
4488,19488,58.0,19.0,9,575.0,1,17.0,13097.65,2266.0,19723.0,11489.52,2251.0,2463.0,7.0,10.0,50.0,26.0,6.0,47,114000.0,1,1,1.0,1,35280.0,376600.5,4367.0,8723.0,12709.7,4310.0,63.0,0.0,49270.0,1198.9262,77180.36,2.0,70.0,91796.0,26525.14,3129.0,12,49.0,80058.0,10245.86,1,1,0,1,159585.41666666666
4489,19489,51.0,3.1,8,330.0,1,16.0,3895.0,19428.78,3514.78,14130.0,40934.0,16010.11,53.0,10.0,14.0,24.0,18.0,11,226000.0,1,1,1.0,1,13929.95,46500.0,25000.0,5464.0,57362.35,6029.78,52.0,1.0,5730.0,9483.0,192887.0,9.0,81.0,20642.0,21941.6,115164.0,8,1.0,126970.0,5896.13,0,1,0,1,199517.41666666666
4490,19490,62.0,4.2,2,801.0,0,19.0,112278.84,5283.0,11730.35,3333.0,37131.28,11472.0,7.0,2.0,7.0,4.0,38.0,9,17000.0,1,1,1.0,1,2666.4,76157.6,96497.0,-5715.49022999999,83378.5,19617.0,16.0,2.0,32879.0,22599.0,34239.0,8.0,46.0,336405.0,118453.73,45950.0,5,7.0,28658.0,11493.08,0,1,1,0,163779.12916666668
4491,19491,37.0,15.3,7,488.0,1,5.0,20711.36,15449.34,6754.63,3045.53,2902.4,1959.08,6.0,43.0,23.0,3.0,4.0,47,272000.0,1,1,1.0,1,19265.4,119831.0,711.0,2921.0,68429.63,23804.5,11.0,26.0,17354.0,29399.43,42291.0,5.0,21.0,25583.0,182189.46,128776.1,2,106.0,1683.0,15221.31,0,1,0,1,188990.41666666666
4492,19492,66.0,27.6,8,588.0,1,12.0,6363.65,195.21,3001.95,22344.55,3775.48,6084.8,12.0,3.0,5.0,1.0,12.0,79,381000.0,1,1,1.0,1,871.5,1475000.0,1273.0,7984.0,15199.25,26815.0,42.0,4.0,22580.0,27839.89,40479.0,4.0,171.0,31060.0,13928.44,47289.0,9,79.0,18439.5,589.96,0,1,0,1,135213.91666666666
4493,19493,62.0,42.0,10,708.0,1,13.0,8422.0,6532.0,7433.92,1440.25,17401.0,3093.0,8.0,10.0,47.0,48.0,15.0,17,391000.0,1,1,1.0,1,76122.87,201000.0,300000.0,26601.0,27573.44,57360.5,17.0,1.0,24970.0,96861.76,66596.0,3.0,11.0,69866.0,46390.39,12738.74,49,80.0,87706.0,7036.61,0,1,1,0,109087.66666666667
4494,19494,29.0,9.0,6,855.0,1,7.0,34000.0,2232.0,18043.25,8642.0,17812.0,2138.0,44.0,29.0,29.0,1.0,24.0,13,198000.0,1,1,1.0,1,185669.2,340000.0,3975.0,-4664.0,79761.4,51629.0,10.0,19.0,15312.0,15270.43,20730.0,0.0,82.0,47384.0,146632.78,2474.0,5,18.0,46846.0,1749.29,1,0,1,0,231992.33333333334
4495,19495,46.0,20.8,6,799.0,1,14.0,11537.99,10830.0,12605.76,1034.0,15949.0,2479.0,1.0,19.0,50.0,2.0,25.0,3,575000.0,1,1,1.0,1,10535967.5,11982.0,49975.0,6916.0,43990.44,24894.0,16.0,2.0,20363.0,57580.56,54460.0,1.0,81.0,55308.0,43206.95,45751.26,94,21.0,173268.0,9943.04,0,1,0,0,164186.91666666666
4496,19496,58.0,19.0,5,454.0,1,17.0,601.75,18773.0,23772.28,2579.2,934.48,293.26,17.0,56.0,44.0,2.0,2.0,39,326000.0,1,1,1.0,1,9624.6,82907.34,130000.0,5464.0,3887.25,157426.06,59.0,4.0,50496.0,93574.16,61887.5,1.0,81.0,40800.0,163992.7,70482.79,6,104.0,20105.0,2157.53,0,1,1,0,161294.33333333334
4497,19497,60.0,4.0,2,331.0,1,12.0,2299.55,4802.15,3553.96,3271.0,8040.05,24148.83,2.0,93.0,59.0,3.0,18.0,2,44000.0,1,1,1.0,1,115.45,8000.0,126001.0,20513.0,109671.68,43597.0,35.0,1.0,110344.0,32517.75,164186.0,5.0,20.0,23734.0,108715.52,29298.59,3,42.0,19017.0,3530.18,0,1,1,0,210664.7125
4498,19498,28.0,4.0,2,394.0,0,6.0,14719.37,276.25,16202.67,6041.8,10362.0,8007.0,2.0,6.0,74.0,3.0,2.0,17,125000.0,1,1,1.0,1,3938.25,273221.0,3792.0,1500.0,5076.25,5584.0,77.0,1.0,33833.0,70679.71,26442.0,2.0,8.0,28292.0,85936.7,30567.0,3,11.0,22733.0,1674.09,0,1,0,1,118272.29583333334
4499,19499,29.0,3.6,3,801.0,1,12.0,36900.68,347.0,3714.89,2319.0,15820.5,3410.73,44.0,2.0,4.0,18.0,2.0,2,567000.0,1,1,1.0,1,32951.25,15395.48,12016.0,8572.0,79307.35,38030.0,77.0,7.0,19026.0,92531.51,70843.0,31.0,75.0,14616.0,139443.0,152696.0,14,80.0,16757.0,32757.45,0,1,0,1,140892.25
4500,19500,38.0,16.2,7,683.0,1,18.0,23485.51,11224.0,20386.74,978.77,12137.805,1721.0,16.0,5.0,6.0,3.0,3.0,34,362000.0,1,1,1.0,1,825.0,184514.0,2184.0,-5715.49022999999,170509.89,16543.0,5.0,6.0,90830.0,57165.99,36071.05,1.0,82.0,23966.0,39342.48,180168.0,49,52.0,30419.0,4917.69,0,1,0,1,161623.91666666666
4501,19501,222.0,80.80000000000001,4,394.0,1,20.0,16502.9,1689.0,7917.14,11209.0,2028.5,5305.0,6.0,1.0,11.0,7.0,2.0,17,298000.0,1,1,1.0,1,70310.6,22400.0,49000.0,277.0,40816.12,52972.0,4.0,14.0,11565.0,42779.22,3861.0,3.0,171.0,6300.0,46142.3,360718.87,3,21.0,68120.0,1351.7,0,0,0,1,180929.5
4502,19502,33.0,3.9000000000000004,1,799.0,0,19.0,6576.0,9997.0,4170.53,4963.41,3739.56,7153.0,67.0,17.0,64.0,2.0,25.0,5,197000.0,1,1,1.0,1,135067.6,63173.17,2156.0,12415.0,45988.48,43714.0,42.0,1.0,23616.0,2742.0,4796.86,6.0,5.0,34420.0,21177.08,39968.24,3,12.0,35357.0,1186.9,0,0,0,1,144702.41666666666
4503,19503,31.0,1.1,6,911.0,1,20.0,12853.78,5295.04,14818.3,574.0,10024.5,342.0,66.0,85.0,10.0,18.0,12.0,18,59000.0,1,1,1.0,1,117168.65,470000.0,155205.0,-5715.49022999999,45356.71,31813.3,55.0,6.0,18820.0,69935.0,12530.0,2.0,108.0,21262.0,48015.7,29010.0,5,32.0,60377.0,31.5376,0,0,1,0,130844.58333333333
4504,19504,62.0,37.800000000000004,3,454.0,0,15.0,47440.3,10544.0,2147.93,18445.29,960.1,704.0,6.0,5.0,112.0,3.0,25.0,8,290000.0,1,1,1.0,1,825.0,264658.43,4699.0,7478.0,34991.78,18825.0,10.0,3.0,53215.0,15526.0,23692.0,2.0,20.0,43134.0,107933.33,84714.0,58,2.0,36803.0,263.31,0,1,0,1,161825.83333333334
4505,19505,47.0,24.3,2,299.0,1,7.0,3534.23,5374.35,9148.54,16064.0,11956.0,4772.0,4.0,65.0,9.0,22.0,56.0,53,461000.0,1,1,1.0,1,165907.57,674291.83,4367.0,1465.0,2391.25,23974.0,16.0,4.0,36135.0,94860.22,76139.0,1.0,82.0,400819.0,77826.25,33200.0,117,110.0,38642.0,2808.91,0,1,0,1,94900.83333333333
4506,19506,42.0,22.0,9,574.0,1,2.0,2771.65,1004.0,26833.89,152.0891,19708.25,637.0,19.0,71.0,82.0,8.0,1.0,14,199999.0,1,1,1.0,1,89104.12,1752254.0,56305.0,1500.0,51364.42,23434.97,46.0,30.0,36850.0,163949.18,33039.0,3.0,11.0,12922.0,51193.25,28299.0,7,63.0,72990.0,166.67,0,1,0,1,142994.33333333334
4507,19507,69.0,19.6,3,511.0,1,6.0,53553.41,663.56,13219.31,2940.0,4998.0,9012.3,26.0,65.0,67.0,1.0,25.0,2,147000.0,1,1,1.0,1,70310.6,39833.19,536.0,1079.0,22794.83,64912.0,77.0,5.0,39606.0,38300.52,14047.0,31.0,12.0,39850.0,77448.75,30743.5,9,1.0,53940.0,3137.31,0,1,0,1,149889.87916666668
4508,19508,66.0,18.400000000000002,4,863.0,1,12.0,6095.36,268.0,1619.24,2701.59,554.0,2486.2,5.0,1.0,13.0,2.0,2.0,39,326250.0,1,1,1.0,1,36122.87,6.0,33774.0,5464.0,32029.3,70127.38,11.0,7.0,27830.0,35764.38,24072.0,2.0,14.0,10081.0,53578.77,965.0,2,104.0,51234.0,1190.41,0,1,1,0,189892.75
4509,19509,29.0,1.8,7,539.0,1,18.0,7545.34,9657.13,50271.0,3063.44,5505.52,2695.0,19.0,56.0,38.0,47.0,9.0,91,352000.0,1,1,1.0,1,53530.07,159415.3,54101.0,-5998.43994,106226.0,30372.0,90.0,3.0,20613.0,28039.58,244280.96,2.0,81.0,7452.0,47838.36,35062.74,39,73.0,56842.01,8275.32,0,1,1,0,173307.4625
4510,19510,39.0,19.0,2,958.0,0,13.0,6980.34,4931.6,4399.85,10317.0,26831.09,3492.0,7.0,77.0,3.0,2.0,6.0,70,59000.0,1,1,1.0,1,2173459.0,278360.16,971.0,553.0,82727.0,118483.52,55.0,36.0,16211.0,59364.27,29271.5,9.0,27.0,11388.0,32014.42,11637.21,43,52.0,317800.0,2250.0,0,1,0,0,185288.0
4511,19511,36.0,1.6,5,809.0,1,11.0,45615.15,3546.98,5724.46,11155.0,22483.0,1882.0,24.0,36.0,67.0,4.0,1.0,6,371000.0,1,1,1.0,1,75240.45,97523.61,16068.0,20513.0,20067.19,27507.0,5.0,26.0,16773.0,86289.6,35014.0,4.0,50.0,34589.0,16881.92,38044.0,2,50.0,10646.0,1210.39,0,1,1,0,172926.7125
4512,19512,28.0,7.2,7,748.0,1,19.0,21717.81,1494.0,34258.61,337.0,11211.71,2729.0,136.0,7.0,11.0,35.0,6.0,9,56000.0,1,1,1.0,1,325024.6,152.87,28912.0,5730.0,45030.85,34590.0,4.0,0.0,17021.0,31882.66,108679.0,6.0,20.0,16839.0,17399.25,261370.0,13,38.0,41702.0,362.15,0,1,1,0,196815.2125
4513,19513,28.0,1.6,3,233.0,1,16.0,56429.46,3375.0,60550.59,2512.59,4246.5,6190.0,1.0,37.0,4.0,1.0,25.0,2,199999.0,1,1,1.0,1,11878.6,1187335.5,230000.0,0.0,64566.25,202617.72,11.0,0.0,25245.0,44190.0,151140.1,20.0,20.0,14032.0,7144.16,965.0,2,79.0,35394.0,24112.99,0,1,0,1,165520.7125
4514,19514,47.0,5.4,4,737.0,0,16.0,5293.32,1289.0,11523.85,856.0,14248.1,9734.0,26.0,67.0,14.0,3.0,1.0,29,27000.0,1,1,1.0,1,3380.0,82907.34,13533.0,4314.0,58778.14,18806.0,63.0,1.0,17897.0,7845.28,85274.0,30.0,12.0,13120.0,20016.43,262773.0,3,11.0,18654.0,1779.98,0,1,0,1,209879.08333333334
4515,19515,31.0,11.0,6,867.0,1,14.0,12693.7,16733.0,18583.15,1977.0,6788.0,2486.2,6.0,77.0,74.0,11.0,2.0,47,518000.0,1,1,1.0,1,885.55,11897.0,2644.0,2351.0,9121.0,143174.0,11.0,26.0,50639.8,10074.5,87799.0,3.0,25.0,23330.0,22644.0,165755.75,12,49.0,75980.0,511.05,0,1,1,0,144231.83333333334
4516,19516,40.0,10.0,4,968.0,0,9.0,129317.0,1192.0,47648.32,1847.0,3660.0,835.0,44.0,43.0,67.0,1.0,2.0,47,400000.0,1,1,1.0,1,5809950.0,152.87,51520.0,-5998.43994,497648.8248000015,419055.81,90.0,14.0,34183.0,9439.34,29093.0,3.0,108.0,14673.0,67065.0,19112.0,4,0.0,42209.0,31.5376,0,1,1,0,176410.5
4517,19517,34.0,8.4,3,454.0,1,6.0,16541.63,17124.89,5468.84,1864.29,9114.3,499.4,5.0,2.0,4.0,4.0,2.0,11,255000.0,1,1,1.0,1,18778.85,370000.0,25000.0,3481.0,46237.25,57333.0,52.0,36.0,36833.53,21033.25,41079.0,4.0,25.0,42186.0,116410.58,18725.0,4,3.0,72951.0,9368.07,0,1,0,1,176914.0
4518,19518,33.0,3.9000000000000004,5,883.0,1,14.0,8302.0,3731.0,39159.24,1005.0,9809.545,3488.1,17.0,10.0,14.0,8.0,7.0,36,48000.0,1,1,1.0,1,54860.05,43021.0,3975.0,4795.0,85171.16,127880.0,1.0,1.0,27510.0,54061.58,30014.0,70.0,8.0,84650.0,24305.91,34378.0,3,25.0,169915.0,1587.32,0,1,1,0,118031.46250000001
4519,19519,27.0,4.9,2,575.0,1,18.0,3543.5,2825.15,27194.26,4130.38,2777.055,2341.58,53.0,1.0,35.0,1.0,31.0,98,114000.0,1,1,1.0,1,21511.8,470000.0,25849.0,5464.0,38727.15,79932.37,67.0,36.0,9722.0,190348.44,3073.0,3.0,4.0,22391.0,1060.6000000000001,41582.0,3,49.0,24252.0,4217.94,0,1,0,1,149583.33333333334
4520,19520,37.0,10.200000000000001,9,748.0,1,8.0,60504.49,471.5,2739.0,1827.0,4152.3,976.0,9.0,4.0,3.0,11.0,12.0,42,345000.0,1,1,1.0,1,4614669.901,184514.0,8417.0,2921.0,3117.0,61948.0,5.0,36.0,35000.0,73983.94,25564.0,10.0,16.0,36291.0,69952.34,68267.25,5,18.0,162271.0,3351.93,0,1,0,1,172272.83333333334
4521,19521,44.0,21.6,3,503.0,1,14.0,34692.28,683.48,7756.48,436.0,100206.33260000002,378.0,6.0,6.0,7.0,18.0,21.0,4,581000.0,1,1,1.0,1,593.2,917881.54,508.0,844.0,17076.93,39253.0,4.0,2.0,19480.0,40470.36,533828.5,8.0,70.0,50634.0,64851.3,306198.0,40,107.0,48242.0,9636.17,0,1,0,1,165628.16666666666
4522,19522,44.0,2.4000000000000004,9,683.0,1,18.0,17026.54,555.0,12131.25,3791.72,2425.53,8691.87,531.0,7.0,135.0,30.0,1.0,3,256000.0,1,1,1.0,1,28482.5,88482.8,768.0,6885.0,5076.25,10511.34,52.0,3.0,44007.0,72957.25,26305.0,1.0,4.0,5603.0,71548.6,73939.0,2,18.0,69557.0,3568.38,1,1,0,1,167131.59166666667
4523,19523,66.0,23.0,1,614.0,1,2.0,4238.9,10503.05,8162.66,1573.0,3097.0,1618.72,19.0,11.0,89.0,3.0,25.0,62,147000.0,1,1,1.0,1,1488748.8,205000.0,23032.0,2337.0,168169.25,80352.0,67.0,33.0,28336.0,43861.25,7040.0,2.0,7.0,24096.0,2003.0,450775.88,5,1.0,99894.74,470.72,0,1,0,1,130097.75
4524,19524,47.0,5.4,4,394.0,1,19.0,6875.78,3755.3,13299.98,2061.68,5713.41,8703.0,56.0,39.0,13.0,6.0,1.0,47,293000.0,1,1,1.0,1,41441.27,189246.0,20000.0,1079.0,52117.69,108174.5,1.0,3.0,32100.0,23700.67,7609.0,3.0,34.0,71944.0,28792.65,42492.0,4,50.0,26367.0,1332.19,0,1,0,1,127051.91666666667
4525,19525,34.0,4.2,7,746.0,1,16.0,105864.4,18242.72,9460.82,1229.0,1548.65,15959.0,46.0,77.0,11.0,1.0,1.0,47,371000.0,1,1,1.0,1,3575.5,6.0,51520.0,167.0,77772.45,45194.0,42.0,2.0,40692.0,7951.0,14595.0,9.0,81.0,12702.0,165210.93,59748.0,21,32.0,99704.0,2644.15,0,1,0,1,169704.67500000002
4526,19526,60.0,24.0,9,535.0,1,19.0,129317.0,3922.0,4294.0,589.0,7513.505,1982.0,44.0,32.0,3.0,2.0,21.0,39,524000.0,1,1,1.0,1,14574.8,680956.4,5797.0,3897.0,39129.25,47121.0,3.0,26.0,25187.0,7187.91,176037.0,2.0,78.0,28110.0,19868.39,31957.38,3,22.0,40379.0,1680.63,1,1,1,0,152442.33333333334
4527,19527,30.0,1.0,8,254.0,1,16.0,17525.13,6748.0,16486.59,3703.0,56622.0,4957.28,1.0,32.0,4.0,1.0,1.0,6,471000.0,1,1,1.0,1,41883.6,455873.9,12337.0,2819.0,160956.21,459.0,11.0,26.0,33051.0,34069.71,43926.0,50.0,2.0,4407.0,121461.65,30088.0,21,7.0,96042.89,4620.14,1,1,0,1,155276.62916666668
4528,19528,30.0,1.0,7,503.0,1,3.0,24071.0,17106.94,20325.1,4477.18,14312.0,1016.0,6.0,10.0,50.0,22.0,3.0,4,327000.0,1,1,1.0,1,13.785500000000004,59306.0,183999.0,886.0,89551.71,10021.0,62.0,36.0,48850.0,20726.0,52884.0,16.0,4.0,63388.0,87897.0,52399.0,21,12.0,33921.0,8359.12,0,1,0,1,159229.7125
4529,19529,30.0,2.0,4,818.0,1,14.0,35920.08,3332.48,22997.2,152.0891,2328.0,7792.91,44.0,3.0,67.0,2.0,4.0,79,358000.0,1,1,1.0,1,10535967.5,1187335.5,130000.0,-5715.49022999999,48699.86,10376.0,6.0,4.0,23627.0,107366.57,120117.0,3.0,171.0,111.2949,33312.5,57285.0,93,100.0,21717.0,3167.04,0,1,0,1,164114.91666666666
4530,19530,66.0,41.400000000000006,1,766.0,1,15.0,3461.0,6319.0,4476.5,10628.0,17124.4,378.0,12.0,38.0,50.0,25.0,4.0,41,84000.0,1,1,1.0,1,825.0,470000.0,51520.0,4150.0,5231.33,35076.0,77.0,4.0,96640.0,68761.31,94743.0,3.0,6.0,8479.16,65198.88,133946.0,8,12.0,48915.0,50798.28,0,1,0,1,149864.08333333334
4531,19531,60.0,24.0,1,620.0,1,10.0,4692.86,3920.0,19956.33,2660.2,13030.27,2964.16,25.0,14.0,4.0,10.0,6.0,39,400000.0,1,1,1.0,1,5004.0,1475000.0,30011.0,-6281.37987999999,20580.32,63684.0,10.0,3.0,26668.0,32019.76,90736.0,43.0,20.0,21232.0,259883.7,20210.0,18,15.0,17268.0,1852.58,0,1,1,0,177642.83333333334
4532,19532,29.0,9.0,9,737.0,1,9.0,1325.0,37268.0,6530.5,152.0891,2236.31,4185.0,4.0,99.0,9.0,50.0,9.0,47,72000.0,1,1,1.0,1,105453.65,191000.0,96558.0,-4679.0,497648.8248000015,75875.0,46.0,1.0,507.0,29003.08,15016.0,5.0,171.0,25578.31,35817.0,34548.0,47,73.0,16594.0,2789.89,0,1,0,1,207914.5
4533,19533,30.0,3.0,4,966.0,0,4.0,20513.34,11820.52,1748.5,152.0891,10298.0,5408.0,101.0,2.0,50.0,4.0,1.0,10,218000.0,1,1,1.0,1,506688.65,1475000.0,1446.0,2921.0,37894.25,71114.5,10.0,19.0,88177.0,8579.85,24163.0,3.0,82.0,15921.0,142381.76,18097.37,6,113.0,90742.0,8982.2,1,1,0,0,156899.54583333334
4534,19534,63.0,8.6,3,771.0,0,17.0,3560.0,2194.9,8730.86,3493.4,4131.0,3358.0,10.0,2.0,23.0,23.0,15.0,10,276000.0,1,1,1.0,1,4039029.9,1244.14,7162.0,2351.0,31833.0,172738.0,67.0,6.0,15842.0,36122.94,29438.0,2.0,82.0,22447.0,7279.0,21495.0,94,42.0,32251.0,6230.94,0,1,0,1,150704.5
4535,19535,220.0,100.0,5,628.0,1,18.0,10930.5,16355.78,4738.46,6022.51,13050.0,1545.65,60.0,1.0,50.0,18.0,3.0,42,371000.0,1,1,1.0,1,40440.4,82907.34,230000.0,4889.0,25708.0,49593.0,103.0,36.0,44323.0,77083.49,38757.0,30.0,108.0,23446.0,8573.89,266541.0,14,21.0,40761.5,104770.2,0,1,0,0,105189.41583333333
4536,19536,222.0,121.80000000000001,1,267.0,1,16.0,6484.98,16877.5,5694.0,1548.34,7605.11,18528.0,100.0,56.0,44.0,1.0,18.0,42,152000.0,1,1,1.0,1,70310.6,429273.4,126001.0,2921.0,119106.0,21736.0,84.0,4.0,142556.0,69760.0,49592.0,43.0,38.0,40260.0,1060.6000000000001,39111.0,21,113.0,99704.0,1500.22,0,0,0,0,113292.75
4537,19537,62.0,21.0,8,626.0,1,9.0,1719.39,2001.0,2734.0,3259.0,10298.0,14130.0,7.0,4.0,20.0,30.0,51.0,3,565000.0,1,1,1.0,1,1859872.2,1475000.0,610000.0,1014.0,4638.16,18494.0,82.0,23.0,400012.7400000003,25769.76,178239.0,0.0,8.0,4598.0,23630.01,66830.09,1,8.0,30685.0,15871.44,0,1,0,0,179972.58333333334
4538,19538,47.0,21.6,2,626.0,1,7.0,1817.0,6162.0,33553.64,5217.0,1234.0,4086.52,19.0,37.0,50.0,1.0,1.0,1,26000.0,1,1,1.0,1,13849.4,429273.4,3000.0,6441.0,17952.92,61077.0,91.0,19.0,35675.0,22921.88,49202.0,70.0,75.0,52756.0,79910.06,18848.0,2,8.0,17953.0,78.6,1,1,0,1,171335.66666666666
4539,19539,36.0,3.2,9,233.0,0,17.0,6987.39,1343.0,4525.0,25572.0,21030.71,3487.61,8.0,34.0,49.0,8.0,1.0,75,319000.0,1,1,1.0,1,6100.0,385218.7,22000.0,-5715.49022999999,42061.15,48769.0,32.0,15.0,38996.0,42615.0,7110.0,47.0,24.0,32076.0,4691.89,92942.0,6,8.0,37700.0,7568.3,0,1,0,1,210095.2125
4540,19540,31.0,1.1,6,658.0,1,13.0,3134.65,60095.0,9304.15,29654.84,1468.01,1724.0,6.0,3.0,50.0,1.0,7.0,42,329000.0,1,1,1.0,1,12010.0,2436.91,550.0,6885.0,4674.39,57966.0,20.0,33.0,21242.0,98873.35,8640.0,6.0,20.0,26645.0,26424.64,50703.75,39,100.0,21191.0,85.23,1,1,0,1,175913.37916666665
4541,19541,55.0,17.5,6,809.0,1,6.0,4302.0,2820.87,809.54,15602.0,16306.1,2266.0,531.0,29.0,14.0,39.0,44.0,3,59000.0,1,1,1.0,1,115.45,221000.0,8060.0,0.0,50320.81,104800.24,103.0,2.0,36633.0,79331.56,78415.0,1.0,7.0,19549.0,75780.18,52973.0,8,50.0,15473.0,617.5,0,1,1,0,177757.41666666666
4542,19542,66.0,32.2,10,908.0,1,11.0,3761.33,4416.5,2328.29,4975.0,2397.2,2442.07,5.0,128.0,47.0,11.0,4.0,26,378000.0,1,1,1.0,1,39851.93,560000.0,2841.0,5773.0,2316.03,40465.0,18.0,26.0,77220.0,44308.87,164765.0,2.0,20.0,50693.0,95713.0,26546.0,3,24.0,99704.0,20472.96,1,1,1,0,183628.5
4543,19543,33.0,1.3,7,488.0,1,2.0,603.94,1944.0,14870.52,1306.0,2803.47,293.0,2.0,83.0,4.0,1.0,62.0,54,402000.0,1,1,1.0,1,10535967.5,14000.0,16215.0,-3506.17993,84328.51,37135.0,43.0,23.0,18978.0,2479.0,23328.0,2.0,75.0,19486.0,12407.53,25044.2,4,58.0,24330.0,1259.97,0,1,0,0,158552.62916666668
4544,19544,44.0,12.0,6,623.0,0,9.0,1489.31,1425.0,4399.85,1093.25,27696.22,4005.0,24.0,128.0,4.0,60.0,2.0,44,44000.0,1,1,1.0,1,46923.0,25000.0,230000.0,553.0,22991.92,53015.0,46.0,2.0,99999.0,45262.95,249964.0,17.0,1.0,26750.0,21585.92,136694.0,14,103.0,24065.0,2750.96,0,1,0,1,162187.5
4545,19545,39.0,11.4,10,945.0,0,9.0,11990.0,2405.0,4447.5,1607.72,17163.0,1574.0,136.0,18.0,59.0,1.0,51.0,70,519000.0,1,1,1.0,1,51291.45,176487.6,26241.0,7478.0,76600.61,44604.0,12.0,1.0,121000.0,71010.74,138292.0,4.0,46.0,13501.0,58539.98,37705.0,3,35.0,15543.0,29143.23,1,1,0,1,186843.37916666665
4546,19546,35.0,1.5,7,805.0,1,14.0,12529.95,6748.0,36432.92,963.24,10958.0,6843.0,531.0,128.0,112.0,47.0,2.0,42,290000.0,1,1,1.0,1,24832.0,5000.0,130000.0,1500.0,156775.4,146573.0,94.0,26.0,37012.0,1199.38,24028.75,6.0,4.0,14722.0,16079.0,25316.0,2,104.0,3592.0,189.03,0,1,0,1,182050.0458333333
